gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-2.248513716046418587e-02,-3.648873310122430907e-02,-3.769312576720371816e-02
2.330690684316646250e-02,-2.993563750712999010e-03,2.602596381476407136e-02
-4.256874800889202080e-03,5.843330418071333854e-02,7.562218514639703140e-03
2.268652110317631674e-03,-6.369816160507225933e-02,5.384605071636063174e-03
1.609175011519834927e-02,-4.011633068119361406e-03,-5.803545405489138331e-02
2.434794881960996443e-02,7.431885776010273281e-02,3.697048760624029734e-02
-4.611112787180477596e-02,-7.029528029827836547e-03,-1.340500679595947944e-02
4.505796539217716765e-03,-5.228092907738588445e-03,-5.698176173558084506e-02
-7.921021524656740587e-02,-5.099791632648936063e-02,-4.037350901604781078e-02
1.408940875759919246e-03,9.827133504273225656e-03,4.197196335101859715e-02
-7.410863701351846564e-03,-2.960615729202843022e-02,8.066430055716731226e-04
4.058943743488484072e-03,-4.044495501955308755e-04,-2.282711506315869803e-04
-2.314975566567850727e-03,-1.686448800857242442e-02,9.816683524574865150e-02
-3.894291214384262151e-02,5.001316253977122761e-02,-2.884001437335576706e-02
-4.791624786551561266e-03,7.079489652816664882e-03,-6.415290303468107469e-02
3.177328264247237903e-03,1.964654318381500731e-02,2.358954306130122466e-03
1.121744264547825873e-02,7.125087160265172227e-03,-3.867107801082348729e-03
1.593262232002780332e-02,-1.816572719809961267e-02,-6.483222851414643939e-02
7.592310110683567030e-03,1.020924196104626286e-01,1.667959738172959672e-02
6.371210580929846309e-03,-3.560734388643791576e-02,5.128211132293186009e-02
-5.205313756084402332e-02,9.717044353331465850e-03,-2.515943198038291667e-02
-6.415998285723865935e-02,-5.245443469260646641e-02,-7.818498973934611893e-03
7.569975329047326333e-03,2.240258033767943135e-02,-5.287717613494672536e-02
-4.168045957079703767e-02,-3.420240073345871129e-02,-1.097686656897138291e-01
2.728221551057450484e-02,2.099797765782413297e-02,4.370379441380028984e-02
2.667011669897198858e-02,8.328196176238834847e-02,2.897297596369641931e-02
-5.209736592480330823e-03,-4.818413235597892447e-02,-3.947237847942616090e-02
-1.886176612114010692e-02,2.812141777657504310e-02,1.635284432692397233e-02
5.439792035363143902e-02,-7.904918275161162966e-02,4.168386955277303928e-03
-5.426231440020251595e-02,1.041076130946666095e-01,-1.484150713136462912e-03
2.638789260299460870e-02,3.464542804182454971e-02,-5.337876394921182294e-02
9.194108552298997650e-03,2.961811965481925268e-02,-2.420018187953718730e-02
-2.215431911836347745e-02,2.907664909285555613e-02,1.480464428486791793e-02
-8.157845735471229431e-03,6.209201209142458516e-02,2.253248568599774265e-02
1.051440295877312248e-02,-9.057240869772208158e-02,-9.867121500673775580e-02
-3.546924994295872630e-02,6.148640407212985041e-03,-5.099539953886395027e-02
2.532247717663524064e-02,1.852056179234767494e-02,2.859146419561602731e-02
1.450591302500575837e-02,-6.068199056069486369e-02,-5.536341238721223523e-02
-7.223739436332055064e-02,3.146486484693698793e-02,-2.196031615195816189e-02
-1.848805399695534549e-02,-7.300865662536737410e-02,-3.861465028512933717e-02
7.469884586687775170e-03,-3.281383943173431239e-02,6.557072382532339039e-02
1.223637670247847489e-02,-5.784750183449675898e-02,6.248492452389608348e-02
2.893602249596949685e-02,2.862956931077178298e-03,-2.215069524711918425e-02
-5.313682851596469858e-02,2.362220386200093378e-02,2.348060265867951690e-02
3.784586399232034437e-02,-6.224362605937424492e-02,-4.754936561256672273e-02
6.176323474459855661e-02,1.767619998806442549e-02,-4.037551898918459448e-02
-2.653160115543133635e-02,3.610996540829451706e-02,2.174618684788555412e-02
3.654097869791658737e-02,-4.397972062557876927e-02,3.034558308637064911e-02
2.675029893147861174e-02,2.710151276366191270e-02,-5.033524912496861736e-02
-7.987988697399248106e-02,-6.895777008700576353e-03,1.286670947892210037e-02
3.844004312807535600e-02,5.654277357293646666e-02,6.133633052158228571e-02
4.016314232639133647e-02,-2.438158634856719964e-02,-5.102591724374201665e-02
-6.311595405065070774e-02,-5.351547776002685275e-02,2.962456615623297596e-02
-2.214017226913763542e-02,9.006169102230020262e-02,-7.000450299441066636e-03
-1.783153757909367032e-02,-2.152614889425085234e-02,2.754274367146057612e-02
7.457107873356119687e-02,1.389185296302061431e-02,2.071308998536541823e-02
-1.646399515253454959e-02,3.459531120767885774e-03,1.415216791532622476e-01
2.613994602623362709e-02,5.388228996487398614e-02,-5.776113160263372792e-02
4.982016995150551769e-02,-4.315082433372127019e-02,-4.891119400130362893e-02
8.637527822447541373e-03,4.882212135457391494e-02,4.637083224259155693e-03
-2.202380113684324417e-02,-8.144330995318693756e-03,-4.015164249533984681e-02
5.995222109593861815e-02,6.099400031606800991e-03,1.874937684699505905e-02
4.155589317908499336e-02,-2.778189751029262050e-02,4.550786091467834416e-02
-2.442486390113837724e-02,-4.218656125326115947e-02,2.572702047860277522e-02
2.927003009236111078e-03,-6.034200290207061140e-02,5.014178690838974606e-02
2.996292985957041410e-02,1.243581938661682783e-02,-1.445654293494562197e-02
3.350058809837539852e-03,-2.311430560017119565e-02,8.210831284747347695e-04
4.336699248104582821e-02,2.494043204488644722e-02,1.442596777091868614e-02
1.236391688934062282e-02,8.873756727564342112e-03,8.168826212517039942e-02
1.938286002638214475e-02,6.755847626904817708e-03,-9.599256822136989151e-03
-7.299242470497938062e-02,4.094112102123917407e-02,5.669933451402889291e-02
1.448464523258026493e-02,2.660816840179561563e-02,-3.533146268912006754e-02
1.559545456052081024e-02,-4.591140833592096543e-02,4.042040285462389360e-02
-4.629853317771915472e-02,1.486050095610896155e-02,2.994253049356211671e-02
-1.648303231457054138e-02,-4.336427068681726442e-03,-3.483760167118104406e-02
-3.542908138369079557e-02,3.405193081479077066e-02,8.882734630132478951e-03
9.612551403185055909e-02,7.361512650637891397e-02,-1.761001919523963368e-03
-8.203431891063928116e-02,5.321488310258473686e-02,1.275445332686785116e-02
2.425449552262500322e-02,-7.826794439270373313e-03,2.612371115621348744e-02
-1.588706249211498459e-02,8.342201743923037538e-02,2.298602752658379308e-02
5.579038691443460136e-04,3.002292259314814915e-02,4.391707089466938968e-02
2.949849188737720465e-02,4.187302614139861573e-02,2.969630522520850732e-02
-2.631606437474373963e-02,4.853153324825058845e-02,-1.946041648789391398e-02
-5.472695499392449259e-02,2.857672894472721922e-02,3.040926051930005133e-02
3.731049141602810898e-02,-2.024387189851006505e-02,-1.394312323962550344e-02
5.970247226103948639e-03,-2.504071676129868834e-02,3.883123487067285939e-02
-1.878664626548241789e-02,-1.665507841057291966e-02,-1.366707300386351027e-02
-2.428347532917507143e-02,-4.208448944905875816e-02,-4.209564173551600015e-03
2.066257516445742584e-02,-3.073664096383771360e-02,-1.127051198226070548e-03
-3.984224527896887413e-02,-3.964824949858406639e-02,5.192622312639338933e-02
-2.060859246434697603e-02,1.015462389236226112e-03,5.266187584622962492e-02
-1.149895931275781054e-03,3.276586621211129580e-03,-1.526120066092286691e-05
2.962135453013152106e-02,9.259697494935023197e-04,-2.278074561912498894e-02
9.144841156535390980e-02,5.857993474815403195e-02,-1.239952425650601119e-02
-5.073563974625566048e-02,-1.510931489954991241e-02,4.477091247103485300e-02
1.416739310240295105e-02,-8.049461455120631229e-03,4.036879527465823958e-02
-1.798428119829847266e-02,-1.022685921528225690e-02,2.891380290356101654e-02
-4.071553861750766556e-02,-6.730891845942770825e-03,3.122120694473439189e-03
3.371669738986671216e-02,-2.214858553614528977e-02,1.721596764402243476e-02
-5.821603532408108073e-02,4.086731722378269399e-02,1.081001656619303142e-01
-5.023119834129425448e-02,4.531054817002264784e-02,-4.508958162812223142e-02
-1.218825420484516246e-02,-2.025099773694081021e-02,1.130709049169846547e-01
1.768397880851925105e-02,1.521403477211672774e-02,-8.347995013018215393e-02
-2.737925379149474397e-02,5.300799023171820501e-02,-6.898330852725908374e-03
-4.823609455954566000e-02,8.691560486665397822e-02,3.142834394426653050e-02
-5.398448248412820311e-02,-8.549983398277926847e-04,5.339298255525762316e-02
-6.418499031377540576e-02,-5.894988818675411628e-03,2.285324968726295050e-02
1.427555981111853058e-03,8.815914045541840480e-03,-9.369427564276625042e-03
5.534202633615334897e-03,5.185517814512296403e-02,2.572952335176305338e-02
2.741247981182749760e-02,1.193802212818085087e-02,6.076798175306321334e-04
-9.636397083234491887e-03,-1.709197207644876440e-02,4.009451908641725737e-02
-3.079201695116890250e-02,-2.862147188876227807e-02,-6.631183475694817434e-03
1.159179148067970323e-02,1.313186752853909289e-02,3.130827679031906313e-02
4.949726511497894166e-03,-5.435474784080285976e-02,3.342418136065561374e-02
-1.405468181000502775e-02,-5.810060873737446507e-02,3.429807580672202157e-03
-1.114658761657784380e-02,8.222177963382315546e-03,-4.969421810079573815e-02
-2.815270593875450131e-02,-5.989354243457856164e-02,8.068617823628836117e-02
-4.741047251660340800e-02,2.485897839852223290e-02,-3.024119478018685858e-02
-2.990684516760336656e-02,1.536487737663993700e-02,-6.837663594246469467e-02
8.424280071755088639e-02,-7.997624553350140067e-03,3.836338901029633791e-02
-1.213829836453862374e-02,2.418859189075008367e-02,-3.333789082956854777e-02
4.219690803626861830e-02,6.649907063383646288e-02,-4.974366553752342622e-03
-6.378279912938895208e-03,-1.595038864800112826e-03,1.037093142497197765e-02
1.362638145666654303e-03,1.453852493709090372e-02,-3.976318411428242383e-02
-6.490813375593003365e-02,-7.628906359970943907e-02,7.007326117499139417e-02
-2.004113945957351414e-02,-3.978861478060018164e-02,1.482391321750998331e-02
3.724293482538820060e-02,-4.508042447487089349e-02,4.293705219825489500e-02
7.198296482038439581e-02,3.519088536832228747e-02,4.833555714568737310e-02
4.162212279530067005e-02,-4.602311618617216382e-02,-1.053582240392680544e-02
1.051070477487194531e-02,-2.939942615204154883e-02,-2.438032874584927095e-02
-2.461859031976782602e-02,3.742878837928172858e-03,2.620066842764421852e-02
1.589934339116141210e-02,1.327265145762592143e-02,-3.679386083228489146e-02
6.119335319566712728e-02,-3.727797715648740323e-02,3.069349154416416148e-02
-6.083116250384157375e-03,-4.188673872068251341e-02,-2.633856744547743295e-02
5.086960763349309550e-02,-3.515033679364496649e-02,-2.267002494157204905e-03
-7.132221932766368011e-02,-1.567834114038495555e-02,2.325854495112809547e-02
-7.646795184914906285e-02,1.406149466785543319e-02,-1.666318609940093884e-02
-4.188759644879984367e-02,1.356330566841865322e-02,-1.234964494301090017e-02
-1.738427702505122852e-02,-3.978062559753304389e-02,2.865913382131390756e-04
8.702485046341398855e-02,-4.568221047957420067e-02,-2.618442782479330280e-02
2.676991269087201919e-02,3.559754573694370178e-02,4.447324966935375240e-02
2.022288730761830078e-02,7.301753205233303679e-02,-3.114509053454560250e-02
-4.341115152800679999e-02,-3.163398328633459933e-02,1.745304732843042453e-02
3.885642457373555958e-02,-1.035808565129638786e-01,-3.565595810401207127e-02
-4.968156569419573260e-02,4.350679390072095809e-03,-2.785353938641374483e-02
-1.318105677445624742e-02,3.381080960359232612e-02,-1.903831519267312408e-02
1.678048746505172648e-02,5.283037636995915193e-02,5.414712694192416742e-02
2.681595061401718938e-02,5.999193767664903754e-02,2.470682662987770326e-02
8.177463622857426839e-02,-3.057679917851328921e-02,-8.428537165420194738e-03
2.994633398747616887e-02,-2.432219106743547729e-02,3.111840294620164815e-02
-1.701019915115567840e-02,1.015770127054341915e-01,4.404228362056296343e-04
2.145184695149128865e-02,1.340366826452124294e-01,-3.336046710136205545e-02
-3.694996964934595812e-02,4.387223710781566755e-02,-1.497382306616629015e-02
-3.357618758496419900e-03,-7.868350297959474104e-02,1.014058152642567309e-02
7.730397143694479889e-02,-2.077371249592372196e-02,-2.123429528645572398e-02
3.075099593201959750e-03,3.023570555724274314e-02,5.899106007638494319e-03
4.886058573182921333e-02,2.320375753027136001e-02,2.448019828617334012e-02
7.445270294958220014e-02,2.607550313186679514e-02,1.616270711843978761e-02
1.182950475520376001e-02,1.957233121407925269e-02,-3.959501030686347922e-05
5.313454467524365149e-02,1.923182994537442000e-02,4.267068832900764580e-02
9.072414702513881268e-02,-1.011583673068437300e-01,-6.120119859776187304e-02
2.250875675144986543e-02,3.156796891383596704e-02,-1.048454625359170056e-01
4.517484377318032457e-02,-2.154481894383826826e-02,6.428774208588161621e-02
3.600535194610406803e-02,-1.609140990743413964e-03,-1.581025580247884949e-02
-4.294615695752212331e-02,-1.042606952226204529e-03,-6.426446082422851251e-03
9.450721946899778847e-02,-2.457490583655810301e-01,-2.498391522213241067e-01
2.785114664560721098e-01,-5.659964753196509157e-01,-5.638300628026441386e-01
3.155963492060235298e-01,-8.857344503158451898e-01,-6.845571972761270718e-01
4.478984111232059417e-01,-1.235089297209701620e+00,-1.070343965128465413e+00
5.031274386457365022e-01,-1.458730411479830735e+00,-1.305631572730002077e+00
5.513441906207257048e-01,-1.799939799985592170e+00,-1.548251768245524129e+00
5.915561848707663328e-01,-2.021691107339281590e+00,-1.890430839761625847e+00
7.246922554740911071e-01,-2.283693526567788457e+00,-2.131251118454092541e+00
9.148242847564294067e-01,-2.671437725379481876e+00,-2.295828971606151292e+00
1.003878899518252155e+00,-2.948584049551360220e+00,-2.641987585258528615e+00
1.090557273595806231e+00,-3.214146244718505407e+00,-2.936258200097924043e+00
1.156041420021365340e+00,-3.444738835291106582e+00,-3.224633953410030340e+00
1.205058497455971045e+00,-3.790898036626250800e+00,-3.438602114092883966e+00
1.335356988591840821e+00,-4.073388484943900600e+00,-3.699802616645671449e+00
1.439070834626204221e+00,-4.391303412492955971e+00,-3.997231513345757214e+00
1.466707580403345812e+00,-4.674426955016929064e+00,-4.191871307664300161e+00
1.610550238820039448e+00,-4.885163044794539111e+00,-4.559644888541183327e+00
1.743069561840378867e+00,-5.216117665172371964e+00,-4.715476072494704241e+00
1.817138921969168930e+00,-5.494020880783374139e+00,-5.077062006477444989e+00
1.895086574736325913e+00,-5.805187440201108551e+00,-5.278783873616331945e+00
1.944635064243948719e+00,-6.061679128032289476e+00,-5.587804555804948059e+00
2.145548854925452886e+00,-6.400748707960941530e+00,-5.727124298325206198e+00
2.196782403498191538e+00,-6.674866464440662561e+00,-6.116816620802568494e+00
2.238587186506618920e+00,-7.056795370203650108e+00,-6.403562001415035176e+00
2.279467213885264076e+00,-7.229893332101755554e+00,-6.694335614777768839e+00
2.447337866262858874e+00,-7.554888000110196344e+00,-6.946393954842795537e+00
2.516660841695102402e+00,-7.848869475318547728e+00,-7.203265435258478178e+00
2.540971112805264553e+00,-8.197445618725783589e+00,-7.401055199317434052e+00
2.684433812560268251e+00,-8.385059666089540897e+00,-7.660791942898129037e+00
2.833458585055966150e+00,-8.762296524333706316e+00,-7.995221768981110699e+00
2.847814685016780700e+00,-8.997421796621267731e+00,-8.236299861862683258e+00
2.858517626750129548e+00,-9.305152280212867666e+00,-8.586215844135345776e+00
3.022226826271336098e+00,-9.624134359726767229e+00,-8.820976468940715520e+00
3.050932216140111120e+00,-9.952001144552973244e+00,-9.026168484653052104e+00
3.134235427998325552e+00,-1.021780094404647166e+01,-9.311549425585123885e+00
3.224867580453028904e+00,-1.046170397262075547e+01,-9.651062464725269407e+00
3.297053864980195925e+00,-1.084347261541580920e+01,-9.897935623530710103e+00
3.350280411090012400e+00,-1.096146464951988264e+01,-1.022379589200055783e+01
3.459733497765788091e+00,-1.126995077444666116e+01,-1.040885359359931783e+01
3.570534506186620938e+00,-1.168288701838989851e+01,-1.065717872694958679e+01
3.523642871193906512e+00,-1.191651907949896128e+01,-1.102088506113257793e+01
3.643401584158346029e+00,-1.223542590801010022e+01,-1.126773618574962477e+01
3.695353234067725090e+00,-1.246719498709023810e+01,-1.148433417151202640e+01
3.746875612874130290e+00,-1.280532561536945124e+01,-1.188151199053340612e+01
3.785784187656139554e+00,-1.312503212795250285e+01,-1.201277710742845706e+01
3.859565994842580228e+00,-1.338298315611625711e+01,-1.231193847337215885e+01
3.903049304683940512e+00,-1.369744641385921469e+01,-1.272041873846114335e+01
3.905493656944227787e+00,-1.394347217790216753e+01,-1.297025710983916369e+01
3.926966099338491389e+00,-1.420188904528846763e+01,-1.324830834574944483e+01
4.069066910889353572e+00,-1.460614689629503893e+01,-1.350281717111324831e+01
4.045172421387662531e+00,-1.487390499476306083e+01,-1.381795018595802027e+01
4.066617918091075978e+00,-1.516346954496597554e+01,-1.400390443326441314e+01
4.250763673318102676e+00,-1.549982608462679146e+01,-1.428149665527817014e+01
4.260742935683855315e+00,-1.569103430365624696e+01,-1.457667408400825870e+01
4.266638589529093473e+00,-1.594507198388841651e+01,-1.491843478426543257e+01
4.379246978298265702e+00,-1.632589506927642020e+01,-1.515541432596045190e+01
4.295999446628855800e+00,-1.652814904814638552e+01,-1.546458538015975925e+01
4.310937298711981391e+00,-1.697165726316753975e+01,-1.575410613173441909e+01
4.440725530157663137e+00,-1.717375636294951136e+01,-1.603685778251137961e+01
4.391889002610177783e+00,-1.748046054739297972e+01,-1.633569666673900755e+01
4.441946984412064481e+00,-1.777885271407126666e+01,-1.659135128571065110e+01
4.540775830084175624e+00,-1.802406838069971684e+01,-1.698749499908978677e+01
4.437732178336018407e+00,-1.821484355372753328e+01,-1.716191059613908010e+01
4.474516659648629435e+00,-1.841656080269421736e+01,-1.745060597700994620e+01
4.511640240838457494e+00,-1.851639354504272106e+01,-1.770144949969861869e+01
4.520132267411150373e+00,-1.862319869388153748e+01,-1.795722936957838911e+01
4.514834085391474794e+00,-1.879816575542565715e+01,-1.837504807292271281e+01
4.605041412624244934e+00,-1.882095825498394603e+01,-1.861509396346154688e+01
4.562774045449210725e+00,-1.884918546755798374e+01,-1.894038188282004498e+01
4.450346018072670162e+00,-1.900090246195284394e+01,-1.917974921557607360e+01
4.570635951726885082e+00,-1.901623802200087709e+01,-1.950792233513946172e+01
4.569161591961129254e+00,-1.905675699539995449e+01,-1.981926196529865081e+01
4.541004853090734095e+00,-1.901973322147203405e+01,-2.003500806641229914e+01
4.494856527917200140e+00,-1.902488351058393690e+01,-2.036238301732877432e+01
4.504870191415512259e+00,-1.902762708683210136e+01,-2.074646214492363328e+01
4.579185353178137241e+00,-1.893212986767594330e+01,-2.100100717630736824e+01
4.496855053354852139e+00,-1.908115019556816350e+01,-2.123464271152306182e+01
4.434383539412275255e+00,-1.903061582483568870e+01,-2.149558066543514911e+01
4.462828519721202092e+00,-1.900988114838973075e+01,-2.194211952309841962e+01
4.469346696975422084e+00,-1.892478440630205583e+01,-2.212335437527505277e+01
4.441179551899835154e+00,-1.894703294592257592e+01,-2.245337941360288525e+01
4.482166262319323913e+00,-1.885793628250835852e+01,-2.274749321602433483e+01
4.437634665025419700e+00,-1.872169811226783409e+01,-2.302313194222537263e+01
4.420251858807946910e+00,-1.876569976692522346e+01,-2.333941479352443338e+01
4.345119269414190910e+00,-1.862416670007248953e+01,-2.364913081439729936e+01
4.319177857287539446e+00,-1.855416832654399428e+01,-2.390397843996973037e+01
4.369632614422377159e+00,-1.853658480637511019e+01,-2.422210756685106148e+01
4.320351589933059344e+00,-1.847603111224715278e+01,-2.450755080194663194e+01
4.257464824032116013e+00,-1.838476518979720353e+01,-2.482579925834526691e+01
4.177219545740788575e+00,-1.831690229996803865e+01,-2.516069190775581887e+01
4.200582199742962430e+00,-1.829240687586276337e+01,-2.549859250958829548e+01
4.133867470587562210e+00,-1.820654408159779081e+01,-2.570074340065166041e+01
4.168277096453769204e+00,-1.811184196093175913e+01,-2.607283881821505744e+01
4.044315207868234729e+00,-1.806431049906109720e+01,-2.638108867241603406e+01
4.006168390128906687e+00,-1.790572993029469018e+01,-2.663362172985884158e+01
3.945793758281795238e+00,-1.780142842328476860e+01,-2.692371006441682724e+01
4.008598026180399287e+00,-1.782280645805143848e+01,-2.713765816460110614e+01
3.910829078044999907e+00,-1.777358312513705485e+01,-2.749837966768695807e+01
3.926214768502908292e+00,-1.765664858498996992e+01,-2.784676492449316498e+01
3.855009338158465582e+00,-1.752812088771790755e+01,-2.809661597350839557e+01
3.688201833788566031e+00,-1.753320440059289353e+01,-2.842910974400938784e+01
3.744204256139259890e+00,-1.745297157845106995e+01,-2.872504685760510768e+01
3.656903956240646458e+00,-1.738131194990134887e+01,-2.896328376451083031e+01
3.681930281830295915e+00,-1.726214758257324533e+01,-2.933637107567614066e+01
3.566088591220086368e+00,-1.717366648621867142e+01,-2.960850620406058908e+01
3.562256463197521317e+00,-1.716488246502404991e+01,-2.991263846035974083e+01
3.502665750295706815e+00,-1.698308772641428632e+01,-3.012554973857093188e+01
3.305789074155907059e+00,-1.695192036173604322e+01,-3.050399783715326407e+01
3.396559180943558243e+00,-1.691190453685107897e+01,-3.073884309032779782e+01
3.353194820244870478e+00,-1.678972815584644707e+01,-3.109128998873649152e+01
3.273587078539588191e+00,-1.669369642189366232e+01,-3.131600678842156782e+01
3.147229302943903573e+00,-1.662505036741417186e+01,-3.161779379470636897e+01
3.121680804011008892e+00,-1.652271960404724283e+01,-3.200055399176538629e+01
3.101570206105522143e+00,-1.652191777152209085e+01,-3.222651244360979206e+01
2.977837713684882814e+00,-1.640805281870828480e+01,-3.252004222020692481e+01
2.986756743957441174e+00,-1.638747989847864162e+01,-3.277260925430306315e+01
2.824782107534450581e+00,-1.629937907871105551e+01,-3.299092132607047745e+01
2.770613292493742552e+00,-1.622386976785048773e+01,-3.313552111427478053e+01
2.655509245611765490e+00,-1.603565843980011962e+01,-3.329524400640486448e+01
2.626048084270627747e+00,-1.610208964663583231e+01,-3.345632267486634959e+01
2.483465297484244605e+00,-1.595920174846685313e+01,-3.354892995586652660e+01
2.426305864436845816e+00,-1.583024908400048503e+01,-3.363426645296924278e+01
2.325714018202939215e+00,-1.576373893783116742e+01,-3.358735731243805844e+01
2.272341285721751536e+00,-1.576100171912801073e+01,-3.356956107431522440e+01
2.197701201131481152e+00,-1.560033139651695500e+01,-3.362164321227469799e+01
2.048334529636681278e+00,-1.554786317224721337e+01,-3.361407312029908212e+01
1.904952164503744161e+00,-1.543770809851205783e+01,-3.365502598068768947e+01
1.887992134260124466e+00,-1.540123687281316300e+01,-3.356675634773586836e+01
1.843720335574489333e+00,-1.533143056868937215e+01,-3.351676990034079751e+01
1.689766385597552656e+00,-1.529077174689110841e+01,-3.342347026725969528e+01
1.655390291608546338e+00,-1.518366542546410258e+01,-3.338101309834955543e+01
1.468552656320069483e+00,-1.510289204115908390e+01,-3.329133089153984315e+01
1.440454819223750516e+00,-1.494236030234023183e+01,-3.316398712505338153e+01
1.400588469784505463e+00,-1.490190162558106479e+01,-3.316399483485623989e+01
1.263813284845236140e+00,-1.493276274143545201e+01,-3.286303428358620238e+01
1.123397127473024337e+00,-1.484937247801556559e+01,-3.284302776555912118e+01
1.087454602271223703e+00,-1.465183182466682155e+01,-3.280470402692637322e+01
1.121538593210507528e+00,-1.464042322027637688e+01,-3.262020253944355375e+01
9.063842381086762989e-01,-1.451006722591201203e+01,-3.252650916734714315e+01
8.417388290718160748e-01,-1.451861384840072411e+01,-3.233954708213784812e+01
6.849702708780923688e-01,-1.446178036900316144e+01,-3.225797712930243222e+01
7.086388067895326159e-01,-1.431927363824534361e+01,-3.209397005495701194e+01
6.032989784745832473e-01,-1.425564825250841849e+01,-3.190876300711822111e+01
5.372148518171326881e-01,-1.418264595684751583e+01,-3.182164120209157332e+01
4.350082746493081909e-01,-1.405087694891468253e+01,-3.166574932149439192e+01
4.555563798566217293e-01,-1.398699292278398687e+01,-3.155736380909472416e+01
2.476954538239213854e-01,-1.395868129302006366e+01,-3.130342740961484083e+01
2.365774637119105461e-01,-1.392438467541616376e+01,-3.119679498628424952e+01
1.418175525026362516e-01,-1.375806270266728148e+01,-3.112466764527409424e+01
5.529233421064601306e-02,-1.373127269680264817e+01,-3.089227081392713359e+01
-7.099792066693559611e-02,-1.371539156302162077e+01,-3.081579299360044644e+01
-9.249236701613683387e-02,-1.365272754500480978e+01,-3.055947035217888086e+01
-1.210784967962595798e-01,-1.347402667800243670e+01,-3.048407494399295814e+01
-1.948729102828398174e-01,-1.343088009518620574e+01,-3.031766809864481260e+01
-2.807545380600385276e-01,-1.338186282227381341e+01,-3.022178114386965930e+01
-3.657128341948176486e-01,-1.335409685809705316e+01,-3.000897055404147551e+01
-4.567448237712717352e-01,-1.327437217726285112e+01,-2.990526971592747074e+01
-5.241375524650219164e-01,-1.315281908357086849e+01,-2.976358411444122254e+01
-5.319298563172607519e-01,-1.300734108259269384e+01,-2.959225690691235044e+01
-5.559963275864516774e-01,-1.306036668607631235e+01,-2.944638874051982924e+01
-7.272319363596649877e-01,-1.295120580439294677e+01,-2.933151547413047666e+01
-6.872202593017890937e-01,-1.292651342004533177e+01,-2.914697202067388559e+01
-7.664371324078950165e-01,-1.287231374913082682e+01,-2.901055196566798244e+01
-7.786363630003957370e-01,-1.279767614905771289e+01,-2.882837126554350959e+01
-8.817040247947933729e-01,-1.275711750627265495e+01,-2.872500136939725834e+01
-9.663835550402062324e-01,-1.257663381095728461e+01,-2.846295563446502186e+01
-1.031166832540386213e+00,-1.256385089192176707e+01,-2.828175607375028378e+01
-1.083652020116433023e+00,-1.245426990356342678e+01,-2.826653104270188877e+01
-1.130943259862102535e+00,-1.243877812781824943e+01,-2.810687583687169777e+01
-1.222312073124400600e+00,-1.234649447229542751e+01,-2.793413984304030961e+01
-1.248270805879302836e+00,-1.238322591281945151e+01,-2.779877458965154347e+01
-1.249521258643179644e+00,-1.214404319509740127e+01,-2.760192556057082669e+01
-1.291540302605481250e+00,-1.225950519028431884e+01,-2.747594797952089962e+01
-1.369294019857982603e+00,-1.206766461960568826e+01,-2.731662004973889424e+01
-1.442030571565542818e+00,-1.204470080519037900e+01,-2.717912385280245147e+01
-1.439336715802926214e+00,-1.198675439764710760e+01,-2.701993017465629165e+01
-1.454754449202249056e+00,-1.198311637825603704e+01,-2.688978398987418572e+01
-1.586279173333617010e+00,-1.186949065133475045e+01,-2.671342424767148316e+01
-1.707591091899854474e+00,-1.181491008059756709e+01,-2.659847341088452666e+01
-1.630236529701566628e+00,-1.167635183008273181e+01,-2.650037947970109897e+01
-1.730694009829716551e+00,-1.161158676110658661e+01,-2.635326144662085213e+01
-1.763575143182381622e+00,-1.161013677195353466e+01,-2.617597006119668990e+01
-1.713766051875793783e+00,-1.150209136365509899e+01,-2.603288233815156971e+01
-1.856087271805952454e+00,-1.157365919402196930e+01,-2.599717692781720757e+01
-1.845368510735849066e+00,-1.142661223951828475e+01,-2.576693556466389978e+01
-1.847862204032718170e+00,-1.137210281711686299e+01,-2.562700412980406028e+01
-1.993533838958346127e+00,-1.123587672276710947e+01,-2.550950716443910693e+01
-2.013187441904579877e+00,-1.117389094641801428e+01,-2.536743156997125581e+01
-1.965969022480348771e+00,-1.120300783050448779e+01,-2.528531380712275123e+01
-2.101577047204163939e+00,-1.116210458208557910e+01,-2.510706993588434344e+01
-2.069975021785500413e+00,-1.108898850873003994e+01,-2.489460676731665600e+01
-2.085423171180978752e+00,-1.102172467295407543e+01,-2.482617291833976125e+01
-2.124347974533788985e+00,-1.097180073399520950e+01,-2.469426116626760859e+01
-2.264206507557936732e+00,-1.089039705338239550e+01,-2.455396583246159992e+01
-2.238954799479098590e+00,-1.082046604063929784e+01,-2.441956720747218412e+01
-2.295818957298506824e+00,-1.073092291330238268e+01,-2.425232638145403641e+01
-2.252793761744393830e+00,-1.077213188219635853e+01,-2.421109326452102550e+01
-2.380951237386306651e+00,-1.064009769721677756e+01,-2.400669354920295007e+01
-2.359905410430462869e+00,-1.058268712751829099e+01,-2.400756771985474103e+01
-2.415896933184618955e+00,-1.054343760906228056e+01,-2.373934336057304861e+01
-2.434003949323783278e+00,-1.050952710241882571e+01,-2.358547183908291700e+01
-2.436820377738011079e+00,-1.040433249000643912e+01,-2.346462648432637366e+01
-2.414796947577369846e+00,-1.040250838464632821e+01,-2.342746048371805045e+01
