accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
4.111428672175149401e+00,1.510378452276388839e-01,8.876471416846055007e+00
4.102251584017924557e+00,1.611547334089966366e-01,8.876612909343968738e+00
4.106419275895196286e+00,1.563581021737457111e-01,8.886636141341925921e+00
4.110198093285140963e+00,1.579819996249478276e-01,8.884123187694912716e+00
4.115008573872054320e+00,1.440182683471047387e-01,8.868040689647141761e+00
4.112066402112034780e+00,1.519283251445523175e-01,8.873387351606638163e+00
4.109823078670317820e+00,1.537350928697071573e-01,8.874303396157065649e+00
4.114056586763955359e+00,1.484504315816599085e-01,8.877831555643355799e+00
4.111906154149164827e+00,1.473525736124617624e-01,8.885921153405030637e+00
4.112533781741165129e+00,1.561941439069918225e-01,8.869659973456277768e+00
4.114049105365445769e+00,1.566556233210559257e-01,8.867831083940600934e+00
4.109008769095765956e+00,1.567944263377184788e-01,8.880780796665007415e+00
4.112317455720737591e+00,1.546583022330516310e-01,8.869407143726579790e+00
4.105868321877371052e+00,1.548400907134246662e-01,8.866473594074367526e+00
4.104972643206707517e+00,1.563210470810993680e-01,8.867413211838989895e+00
4.107526085183681452e+00,1.600791792534673741e-01,8.862373551914211944e+00
4.108319478679607784e+00,1.503165856269569056e-01,8.864117239828885886e+00
4.106864447580305999e+00,1.489280851073607193e-01,8.875766201654959886e+00
4.120822012236738274e+00,1.596092198491541325e-01,8.870133530309466607e+00
4.111288821609597299e+00,1.523287451685508831e-01,8.885880163935890863e+00
4.113919778633325919e+00,1.490989000945250054e-01,8.868971090598089191e+00
4.111324152931051579e+00,1.430386679449311416e-01,8.874252532690228179e+00
4.116404430797025782e+00,1.546983689201586465e-01,8.889670851660731898e+00
4.115866938164431943e+00,1.538189033700892716e-01,8.863611101880307430e+00
4.116237818174758090e+00,1.526804046734582809e-01,8.864831781408394562e+00
4.106200459012924853e+00,1.537478901608100579e-01,8.874370931481140090e+00
4.113939107487388114e+00,1.587615813433759238e-01,8.860380092741824143e+00
4.116521265740819224e+00,1.638249445840115892e-01,8.886213320090574186e+00
4.116259585705223323e+00,1.551905241282799941e-01,8.877519280667446111e+00
4.111559158647244416e+00,1.551995356099771517e-01,8.872124981021077161e+00
4.114277342268088056e+00,1.531821411569527502e-01,8.871064579698423103e+00
4.105267097288439970e+00,1.534385434306070051e-01,8.886867902964283417e+00
4.116662050740848677e+00,1.655285179719279964e-01,8.862924252688902271e+00
4.119458345500555119e+00,1.468106804651696795e-01,8.882798356226102143e+00
4.104475760849550348e+00,1.592643385539867229e-01,8.880101094825491259e+00
4.114465710008062160e+00,1.507161834973912984e-01,8.875004723599396073e+00
4.112277192499708356e+00,1.586513866122271910e-01,8.876041302529982246e+00
4.118185285243468385e+00,1.529560808706126873e-01,8.871632993601661354e+00
4.110123355758875441e+00,1.472541205212352378e-01,8.876455839989803920e+00
4.113119494156661560e+00,1.495041156587919584e-01,8.866735013351204842e+00
4.110758414115163184e+00,1.594404106770086205e-01,8.880279983919475484e+00
4.117907985313167707e+00,1.588397779635324358e-01,8.863090985569822777e+00
4.124513390418095504e+00,1.446847098633108064e-01,8.876178207845406121e+00
4.115169032855390263e+00,1.432852259194714040e-01,8.866045658932526052e+00
4.114293897605445949e+00,1.564400123528514874e-01,8.883502304470518141e+00
4.126921768740410279e+00,1.558250437559932089e-01,8.870924355801077965e+00
4.117564462523104929e+00,1.494879144726360964e-01,8.881652316405162395e+00
4.116087473813584197e+00,1.566581742247714626e-01,8.869984182369888615e+00
4.113151792532695694e+00,1.611867957521040950e-01,8.874150123098681675e+00
4.105043024393449258e+00,1.673042791753007186e-01,8.868830746853857860e+00
4.117154704959469669e+00,1.557733112539889386e-01,8.863685347168974715e+00
4.120763764817095165e+00,1.533278620870824061e-01,8.874825359777059219e+00
4.120200022967227760e+00,1.535096093371907666e-01,8.872610647914397575e+00
4.108165148751201201e+00,1.601719709461947583e-01,8.867976593898376336e+00
4.114044256837574132e+00,1.480575966171371605e-01,8.869949621059422640e+00
4.108928284180762169e+00,1.485973376881925268e-01,8.866451439817621960e+00
4.114878664778242268e+00,1.517021212550368481e-01,8.863514919864751818e+00
4.119943804823849476e+00,1.583640906320349095e-01,8.863841175331259592e+00
4.115334963950091129e+00,1.596425991713094628e-01,8.862338796713910227e+00
4.110214210083230846e+00,1.433079929366953553e-01,8.866096208107725474e+00
4.107554503544454505e+00,1.466099963597911615e-01,8.875852199417677113e+00
4.116140020135016009e+00,1.532788170841060393e-01,8.856700934807404835e+00
4.118257811718745387e+00,1.600140158466228091e-01,8.879425081233469186e+00
4.117285634264672645e+00,1.565001816753402164e-01,8.859531431894904330e+00
4.113906980099029553e+00,1.525974836260693968e-01,8.871500208076515293e+00
4.116253420418215292e+00,1.539577929889965613e-01,8.876273469676839056e+00
4.123556936552097874e+00,1.488298988179437288e-01,8.877052591605002263e+00
4.121722528771412541e+00,1.579828446143744514e-01,8.868137554083316942e+00
4.119507287752897540e+00,1.426188887302552166e-01,8.858418056815986930e+00
4.123741099117357756e+00,1.563513638007566764e-01,8.854483947935749555e+00
4.121625478141393906e+00,1.497235699083593330e-01,8.856243039955639773e+00
4.116675684804545376e+00,1.541256572691527271e-01,8.876994295138345592e+00
4.112582474523438947e+00,1.488337482039751580e-01,8.865667990218060623e+00
4.116113860129960500e+00,1.633368092128778537e-01,8.880390624480952511e+00
4.112664256107438021e+00,1.627649081580316015e-01,8.873001929223709894e+00
4.120138180400121364e+00,1.578880962940328037e-01,8.870657740330582186e+00
4.123315034334933848e+00,1.577073509095384130e-01,8.874341697527048822e+00
4.122420510345795819e+00,1.603735981519737730e-01,8.881393730696363065e+00
4.123675913540338911e+00,1.635178777847797471e-01,8.879009458732202376e+00
4.115181857177093505e+00,1.583722243005618036e-01,8.878309635846402870e+00
4.115286348554595186e+00,1.440813345947186130e-01,8.873330925593799989e+00
4.127123923652217918e+00,1.564908804830822953e-01,8.877573367957419137e+00
4.124056132473087111e+00,1.470809296652791642e-01,8.869340544110723812e+00
4.125975886540477866e+00,1.586171051203955074e-01,8.874688422554203981e+00
4.111178414674527382e+00,1.564532851476461150e-01,8.878893404485149077e+00
4.116109257873286964e+00,1.590079048641878934e-01,8.871257744084351415e+00
4.114156533522224102e+00,1.556020131267637219e-01,8.864282610272192997e+00
4.115442500693413663e+00,1.592360512349715318e-01,8.884663336665951761e+00
4.119387542756902221e+00,1.661869576281917726e-01,8.855932540506609385e+00
4.121801538284809219e+00,1.562621845601377679e-01,8.874067260833486515e+00
4.121862313440778358e+00,1.493108748763928850e-01,8.880499085694387063e+00
4.113587589113309129e+00,1.579109138308325833e-01,8.870051643416543286e+00
4.114449615087192313e+00,1.562557137356578585e-01,8.865725295254193838e+00
4.123593448347873114e+00,1.554982632451830660e-01,8.864687522904930006e+00
4.116824684992445249e+00,1.488638425001812815e-01,8.869429310602452432e+00
4.122478234108153394e+00,1.617274110463705061e-01,8.884913946828335796e+00
4.134083947299931339e+00,1.499796696608884095e-01,8.874815020957401046e+00
4.129349358236655831e+00,1.450747283599592430e-01,8.865664452186196698e+00
4.129416590285408084e+00,1.534026151091635037e-01,8.871349745644213414e+00
4.124369386538398352e+00,1.492744028573202708e-01,8.872691447205584225e+00
4.112672895916198890e+00,1.540191587310448251e-01,8.871107495551470379e+00
4.117380690761406115e+00,1.611557286293960889e-01,8.868285246431081958e+00
4.118874573647337556e+00,1.520005200469271289e-01,8.870213117244292178e+00
4.126087539618128908e+00,1.483060161429605728e-01,8.853156308961711574e+00
4.127289363165950853e+00,1.522012970330666459e-01,8.876322065260533023e+00
4.113179739539942759e+00,1.533163871842098958e-01,8.863417505805692542e+00
4.129009480786240083e+00,1.665806862535461341e-01,8.873670819748529226e+00
4.121808364277399050e+00,1.554238331201963919e-01,8.844555160150727957e+00
4.116878969285718171e+00,1.544270058124059264e-01,8.853361411790029223e+00
4.109643612537405843e+00,1.523451899835489287e-01,8.860749169211034726e+00
4.114959668798319647e+00,1.589280983702328898e-01,8.867426161377956362e+00
4.116127770972908273e+00,1.615652836151430516e-01,8.867047179169508908e+00
4.119725838883808500e+00,1.520575822280134104e-01,8.864058332507134708e+00
4.119715605705026817e+00,1.553436357537138490e-01,8.873271284410348514e+00
4.120875596884010506e+00,1.532043619467851614e-01,8.875466005134033054e+00
4.117092301885527661e+00,1.574001839547021775e-01,8.862617893293492699e+00
4.114704152952064042e+00,1.465995805668738050e-01,8.865155082983996238e+00
4.118458324146658356e+00,1.580298057144448043e-01,8.862125057421344820e+00
4.115351921796684742e+00,1.475126675944702370e-01,8.869263124078967664e+00
4.125990976176035829e+00,1.558409729954002843e-01,8.871238788786703466e+00
4.134851136116668435e+00,1.522435179390135840e-01,8.877562094291775452e+00
4.122545148044869379e+00,1.508224972034049871e-01,8.867808286930044304e+00
4.129261321609506652e+00,1.465288748850517020e-01,8.871332294126656137e+00
4.118293249309162185e+00,1.604568948414321072e-01,8.865023915031478907e+00
4.117061712605736723e+00,1.516115111150350414e-01,8.874961883540763097e+00
4.122719095076020857e+00,1.597056138173428286e-01,8.869236214940249496e+00
4.119156261340206626e+00,1.502907732915968186e-01,8.867645349969349056e+00
4.117711452095642599e+00,1.457061701482739446e-01,8.863367219007423969e+00
4.127379127920510093e+00,1.557578330601824268e-01,8.866305761572094823e+00
4.120339512077424438e+00,1.565573568562231288e-01,8.863659994198259895e+00
4.127146277464266433e+00,1.583891882288978037e-01,8.874988196747795044e+00
4.119217410543607905e+00,1.465993898577307997e-01,8.864355022037518239e+00
4.128169493945758717e+00,1.522764414093226715e-01,8.866921738202409031e+00
4.114935564688678937e+00,1.548766012997583597e-01,8.859681598637990874e+00
4.123653175655330294e+00,1.566222125676769161e-01,8.856075909124996315e+00
4.115608869794388447e+00,1.475761990053983674e-01,8.872454348464957619e+00
4.123906634697188878e+00,1.477453912453796925e-01,8.867854537033798223e+00
4.120863886737131665e+00,1.616926319793982048e-01,8.871490557608378680e+00
4.115656725535894900e+00,1.503551683954044427e-01,8.868790739828243730e+00
4.125565647879264830e+00,1.603945059194042955e-01,8.869086158224000371e+00
4.125163006146849831e+00,1.547350781787407148e-01,8.868781661826368179e+00
4.117524015755424038e+00,1.475747039217472634e-01,8.873834319657566638e+00
4.118468026962588624e+00,1.615076686727816013e-01,8.882529711635978487e+00
4.124961469396771108e+00,1.543479857449641945e-01,8.870291922827300723e+00
4.119414392741520103e+00,1.549996570421000308e-01,8.869216886603727090e+00
4.121914272985292449e+00,1.555221598379471770e-01,8.857271504986742983e+00
4.106616354308538774e+00,1.496511937372844714e-01,8.874304172222961640e+00
4.126162683785947749e+00,1.550739880084759104e-01,8.869217100756216610e+00
4.122280459352934301e+00,1.562920050461511223e-01,8.861674065429912872e+00
4.126691703545553480e+00,1.585257840688218678e-01,8.860531405453965448e+00
4.131520846140245951e+00,1.609990859620898940e-01,8.879925147413972653e+00
4.123064471717785118e+00,1.580808797162855106e-01,8.860750776553352637e+00
4.115903403670030158e+00,1.604511438251301492e-01,8.863867806873260591e+00
4.124626156222695350e+00,1.550023381876675654e-01,8.878606828400181783e+00
4.122418892444894567e+00,1.573239224099707012e-01,8.864189549076387564e+00
4.125266429845522609e+00,1.520813881821488911e-01,8.880931757595263321e+00
4.113992787908213877e+00,1.471045645427340454e-01,8.863505529917290460e+00
4.125548742815194458e+00,1.480036151402790712e-01,8.853739287213642228e+00
4.116973415686962845e+00,1.595644801105838007e-01,8.858580275814249561e+00
4.119066026953238868e+00,1.597254943402331706e-01,8.857685472327117893e+00
4.124795999836705640e+00,1.566555577894772067e-01,8.862487258297989001e+00
4.123494191898618766e+00,1.466082175848958391e-01,8.886056258577127664e+00
4.113870744209707553e+00,1.534810974473710121e-01,8.878120378174095606e+00
4.125245079177644492e+00,1.456134541804094684e-01,8.869889008127151087e+00
4.115850320911579985e+00,1.586097628573856222e-01,8.858990480502235698e+00
4.132899901353084715e+00,1.524372363012214959e-01,8.877456853529167802e+00
4.127785995279687370e+00,1.575752299921019117e-01,8.866501690143550718e+00
4.128741299760513961e+00,1.547710952472741430e-01,8.865854777290477884e+00
4.115570785440298529e+00,1.494668604066929918e-01,8.863424555595079468e+00
4.124107596742979887e+00,1.597746138516909498e-01,8.864339675427988396e+00
4.121255699736715350e+00,1.562997749064624076e-01,8.870339495368726901e+00
4.121030269718564121e+00,1.607086287643193501e-01,8.870496011419820803e+00
4.124410605551261710e+00,1.586912423035113373e-01,8.869579366245698537e+00
4.133182214905051666e+00,1.489577093255302076e-01,8.881928312181702978e+00
4.125351339758817737e+00,1.577603041794395644e-01,8.861022924250876898e+00
4.130781840356053891e+00,1.500388202219260780e-01,8.873342360019631059e+00
4.132627582897702823e+00,1.564359387243717814e-01,8.858609547275809959e+00
4.124170954711060766e+00,1.534278695761564226e-01,8.870096666418936238e+00
4.121165727634298115e+00,1.593713171276038010e-01,8.861869759648612899e+00
4.119587041803741911e+00,1.559594230441241902e-01,8.865650120976617643e+00
4.127444930903070741e+00,1.514568634579622763e-01,8.866234778455831744e+00
4.121118478290469511e+00,1.527964813615294848e-01,8.870826234020880108e+00
4.128891730570443563e+00,1.523962660739727193e-01,8.855899600025843199e+00
4.124667258898923272e+00,1.554246220907768428e-01,8.861283246376574496e+00
4.121198654819076879e+00,1.456684431782656608e-01,8.877780894641512432e+00
4.104471729965733395e+00,1.447184315895296003e-01,8.856389868718160585e+00
4.120900455937544393e+00,1.553242974404013266e-01,8.872703687831839048e+00
4.132383466868835953e+00,1.683427349180056098e-01,8.872654116293736237e+00
4.118669218467672977e+00,1.492926638771723824e-01,8.857789260045436208e+00
4.115404118424918600e+00,1.494658381536220770e-01,8.857756369181359446e+00
4.128154827088292400e+00,1.565800204500730763e-01,8.874441476233840831e+00
4.124029755542121478e+00,1.581964319929564933e-01,8.869741617875501305e+00
4.130973883731863694e+00,1.524470374267503925e-01,8.867188304969278789e+00
4.131617902275706911e+00,1.544862076663306161e-01,8.875360532518106638e+00
4.133823980029619705e+00,1.551968852855586389e-01,8.853808221263900435e+00
4.120309332734846564e+00,1.573391163764772949e-01,8.852917728973215716e+00
4.131588965899809729e+00,1.632946367683075495e-01,8.857736247910565908e+00
4.124001093893842729e+00,1.510676874086276933e-01,8.880995702999795682e+00
4.131437008312094150e+00,1.528209289923311009e-01,8.861393345585549142e+00
4.135745958808341172e+00,1.540301520786287737e-01,8.874745576868717123e+00
4.124759827930861711e+00,1.560650399484210527e-01,8.870204251398607909e+00
4.119279274220040143e+00,1.529544516191917447e-01,8.866675544103477691e+00
4.129472673012870132e+00,1.506731413153334365e-01,8.861139310894952104e+00
4.125934393561004221e+00,1.559486154974338290e-01,8.886638242004940125e+00
4.124440358387580829e+00,1.557944833932271567e-01,8.865707347705596320e+00
4.129258857579171327e+00,1.590708592282084055e-01,8.866589083672923977e+00
4.121307636110008943e+00,1.601936712654836725e-01,8.855485433058863265e+00
4.127363825720438584e+00,1.512987232982034858e-01,8.851116264944845824e+00
4.128583062099136392e+00,1.418358288962837388e-01,8.864388608524841118e+00
4.126145306695131687e+00,1.572599511247123605e-01,8.860867341558039456e+00
4.124245489991507974e+00,1.600280698942937174e-01,8.876355962795521748e+00
4.117492753509474745e+00,1.544285454523846302e-01,8.862163109498128577e+00
4.141065879795839066e+00,1.567644379728108661e-01,8.869071183759842825e+00
4.118679974578713043e+00,1.549111606773554695e-01,8.863939686698438791e+00
4.119854400613098377e+00,1.512011543972914818e-01,8.873109771255082379e+00
4.125506542755709383e+00,1.542779370182389420e-01,8.867366120461200651e+00
4.128558463571751602e+00,1.591010487940560658e-01,8.859894497975277616e+00
4.124379440429319033e+00,1.486900193196652453e-01,8.864559184384438240e+00
4.126550922102500962e+00,1.559579645918922342e-01,8.873348867731955636e+00
4.123794426958891535e+00,1.572263272397255440e-01,8.866522279929478501e+00
4.131729972041839005e+00,1.624116544114818372e-01,8.853340833510696228e+00
4.125212855251555233e+00,1.602933560726917117e-01,8.862202825527520034e+00
4.127267784795525252e+00,1.563558113104749347e-01,8.868265653572048990e+00
4.126043498205324234e+00,1.584603085003585821e-01,8.857204795971099998e+00
4.129994405921562972e+00,1.493623028584971091e-01,8.876152750559354487e+00
4.121672454588653167e+00,1.552269627930148721e-01,8.864933258139149785e+00
4.117571338831118588e+00,1.556662271570990186e-01,8.855934354289068722e+00
4.121358471136778334e+00,1.526557314678886335e-01,8.869512892557597894e+00
4.125325688469081875e+00,1.499981810075061706e-01,8.864630620028368213e+00
4.127457004504792693e+00,1.541395600569485658e-01,8.868629847138782551e+00
4.140256966672913208e+00,1.535603898322035754e-01,8.862621296504547885e+00
4.130510855441086981e+00,1.544080830218915457e-01,8.874975541622802666e+00
4.125760132357114252e+00,1.587928429717493095e-01,8.867450206644999611e+00
4.132274693539331523e+00,1.544793173369719552e-01,8.861012190194680116e+00
4.139846695695920786e+00,1.489268189072710524e-01,8.852928365229731256e+00
4.127612433933793845e+00,1.569282143072755487e-01,8.875894695943289392e+00
4.123550391264307002e+00,1.543253071682590960e-01,8.870933947027687339e+00
4.131602731563993380e+00,1.452324097184475027e-01,8.860499038152179097e+00
4.128831302966035288e+00,1.547104088813479050e-01,8.869227514065441298e+00
4.124750506970542574e+00,1.574371305213094485e-01,8.874935861889603927e+00
4.120841556980827214e+00,1.533726414904608426e-01,8.881565304806766648e+00
4.125018952820338036e+00,1.529924130246931857e-01,8.865666150929934375e+00
4.139408971962814654e+00,1.628239100499051795e-01,8.870851848490710623e+00
4.124225485622369014e+00,1.587249987204649715e-01,8.869868085953797276e+00
4.120139808158758576e+00,1.575030049167385204e-01,8.866562497343945637e+00
4.132051220610420295e+00,1.576341891536373885e-01,8.859572459017732271e+00
4.130997189935426306e+00,1.656207683443933765e-01,8.855707100658875675e+00
4.124766946750553664e+00,1.585895428960703013e-01,8.861217176442954369e+00
4.125846676197446605e+00,1.589812782029874638e-01,8.869858246253468081e+00
4.127897296220239376e+00,1.572842309849542819e-01,8.861998179325413005e+00
4.137194226167957289e+00,1.594483319308983016e-01,8.869059514789510601e+00
4.124396759314828742e+00,1.524599012293991751e-01,8.856113395829810386e+00
4.122947374907284690e+00,1.545437753433386852e-01,8.859756653891716738e+00
4.127817648882725621e+00,1.516146866830495599e-01,8.857989627315326686e+00
4.128118041301606311e+00,1.515050387134487531e-01,8.869453064455431246e+00
4.127828852964958273e+00,1.588292078419814568e-01,8.861226662049505265e+00
4.123530024030190866e+00,1.573357484613085444e-01,8.861560384707784621e+00
4.133961878309567517e+00,1.551134756913257751e-01,8.860084673724989202e+00
4.128781781633581893e+00,1.593131865606620678e-01,8.862364247828647734e+00
4.130960358590582082e+00,1.584407949977985897e-01,8.865474684685715090e+00
4.125294096364938490e+00,1.588826601157571350e-01,8.863963999131780014e+00
4.126822802539907187e+00,1.576370429407509266e-01,8.862622710143748250e+00
4.124702050494203576e+00,1.451132942704276008e-01,8.859445158677281995e+00
4.127541273041599901e+00,1.421625301443067424e-01,8.854808059011631372e+00
4.134807644883590427e+00,1.521725378859160038e-01,8.870414045070653231e+00
4.127876154777411877e+00,1.582172146866388240e-01,8.870799079957855326e+00
4.127016210814947961e+00,1.425358723569549735e-01,8.862108635372036858e+00
4.126573941617793118e+00,1.471239862038878909e-01,8.861895093336121576e+00
4.138435605518166582e+00,1.597197001242008640e-01,8.881981800907341906e+00
4.129466794291251297e+00,1.543322052598065930e-01,8.868785643900768179e+00
4.128688750206871205e+00,1.549650477060107168e-01,8.863247625765154680e+00
4.134012713617074120e+00,1.542511457535325203e-01,8.862437025089187514e+00
4.125155355959884140e+00,1.551364938001064397e-01,8.866479977206047636e+00
4.130991675342234437e+00,1.559907833337441929e-01,8.860131100683446448e+00
4.122959402391902728e+00,1.556883832728116202e-01,8.851654162623878719e+00
4.127738302882272059e+00,1.434696531020459576e-01,8.879207974421726490e+00
4.132758308086166288e+00,1.594723438208601185e-01,8.863215723177676253e+00
4.130734265019983198e+00,1.516824334912039163e-01,8.872945388573841186e+00
4.132309063436877317e+00,1.559309991621893876e-01,8.848649626337410368e+00
4.121303035778351109e+00,1.587526596318977745e-01,8.880400577618265956e+00
4.127206667688891883e+00,1.542782594562790710e-01,8.847697561355747808e+00
4.125759003387931223e+00,1.459331887751078305e-01,8.863585592608902886e+00
4.121898966129358577e+00,1.509206763832484643e-01,8.853527742847967730e+00
4.121908751723675657e+00,1.580884593160246376e-01,8.864508347864870075e+00
4.127349939960606839e+00,1.543979277942268691e-01,8.860291319078335448e+00
4.127116728123370493e+00,1.572318165710869242e-01,8.870314412431181239e+00
4.134620205687517647e+00,1.472673317505589774e-01,8.863550952046665543e+00
4.120794253379558292e+00,1.595509601087682083e-01,8.865832810635517092e+00
4.124307387123971047e+00,1.408040598356233020e-01,8.880984444468417394e+00
4.141374592343602501e+00,1.553118614919277440e-01,8.857651543486200652e+00
4.134006355577115599e+00,1.525098661077894935e-01,8.862940402798024309e+00
4.134109361922783776e+00,1.532985725563118795e-01,8.868389582669827576e+00
4.126855286747731277e+00,1.537636839125228472e-01,8.866265260415399752e+00
4.134940291854460881e+00,1.660896940914770303e-01,8.875216466832130280e+00
4.125945951663585909e+00,1.663255173145501975e-01,8.870772612552629610e+00
4.131050853387354671e+00,1.588305740365328067e-01,8.861897448671017585e+00
4.126200865775386362e+00,1.468699866391451336e-01,8.852350939410888131e+00
4.122502214465202819e+00,1.427950657248578392e-01,8.876758918025517531e+00
4.133747787297338050e+00,1.575566070990984391e-01,8.859730727758998725e+00
4.134538686976504174e+00,1.569102797118636650e-01,8.864727144113819790e+00
4.134291923298057725e+00,1.457692849275232239e-01,8.858822594318070287e+00
4.136924140454365961e+00,1.561178601801531673e-01,8.870992518656704462e+00
4.121688490084636669e+00,1.528613391602199334e-01,8.853860621300857048e+00
4.124617336800531220e+00,1.601626877760784495e-01,8.877001742888626978e+00
4.118974163521775367e+00,1.553701726191083210e-01,8.866278745292795804e+00
4.127268288115113037e+00,1.587125017130905646e-01,8.876181867910711176e+00
4.123195312571632520e+00,1.600338883814840796e-01,8.856954503130619827e+00
4.129639955107571758e+00,1.481914940082149912e-01,8.876422127925838623e+00
4.132567498073703938e+00,1.515909604120891929e-01,8.880084850922264295e+00
4.122303522923886021e+00,1.464946753321480499e-01,8.866836193021443435e+00
4.132096979453651286e+00,1.488400591829854014e-01,8.861108146306474254e+00
4.136067108032937867e+00,1.586234245611430893e-01,8.875772408942658842e+00
4.125865316898265966e+00,1.549384970479996126e-01,8.861355988455317245e+00
4.133096890057275097e+00,1.632419387468947158e-01,8.865628842060038650e+00
4.132716583350299899e+00,1.583049925853932671e-01,8.842603833403131830e+00
4.134991832327608030e+00,1.553196492061798550e-01,8.868928889318485886e+00
4.131754723525671302e+00,1.549529382361286567e-01,8.860121433419587689e+00
4.126436519671243808e+00,1.577678242421207966e-01,8.861418448829734729e+00
4.130751402407304873e+00,1.435561442377153440e-01,8.862844258940054232e+00
4.125752836167414728e+00,1.572615417643812574e-01,8.866123033824710120e+00
4.128426907683931724e+00,1.507463630935268195e-01,8.862815840845501114e+00
4.130188439297263869e+00,1.572132296228538062e-01,8.863710336967040249e+00
4.124714185663052035e+00,1.606281433951212145e-01,8.865543737681555569e+00
4.128088620788626706e+00,1.484315564524140985e-01,8.864704640121079393e+00
4.138706664541633273e+00,1.631109813206636505e-01,8.877376579485817487e+00
4.128195631651049524e+00,1.567718539573118297e-01,8.868957090666095056e+00
4.131206574344056470e+00,1.627542381134298166e-01,8.866097499429796969e+00
4.123440458671226772e+00,1.547655599442983310e-01,8.859572137101382694e+00
4.127803918136677019e+00,1.587813005052811088e-01,8.873467832853604520e+00
4.125712802168551185e+00,1.435696081445154704e-01,8.863427867375916591e+00
4.137441601764115795e+00,1.576008251311793451e-01,8.869104987690475284e+00
4.121110871212343874e+00,1.397737381766939735e-01,8.866215296298298298e+00
4.122296516154850821e+00,1.534373843651962166e-01,8.864801771434809297e+00
4.133109664840213249e+00,1.587347699439558280e-01,8.871595196128874150e+00
4.127414656737080634e+00,1.500813398829222989e-01,8.870400317640903864e+00
4.124567787156292908e+00,1.566096914150297004e-01,8.863554264671103411e+00
4.129009935679197163e+00,1.554465631859369978e-01,8.860732102153599854e+00
4.127947602424746343e+00,1.575266538402695371e-01,8.862740243861837897e+00
4.140083883958536326e+00,1.469133492405765573e-01,8.852665945504828215e+00
4.138336357457808035e+00,1.626412009198739406e-01,8.861296709511300662e+00
4.129212918852017467e+00,1.585838621779094293e-01,8.872766352126790323e+00
4.124270464137775427e+00,1.694931806064339241e-01,8.870997903216347069e+00
4.133707432622853339e+00,1.509786942938332321e-01,8.864390238427287017e+00
4.132227782167372077e+00,1.547893558036588513e-01,8.863972534656154423e+00
4.133731861976102095e+00,1.511393312958493329e-01,8.867359879703393233e+00
4.129669313433248057e+00,1.616264387360948629e-01,8.867452462057004325e+00
4.131634478719229620e+00,1.623649366056622301e-01,8.861204810929008246e+00
4.139248868840950557e+00,1.527157416127043477e-01,8.844776722777236699e+00
4.120766450855906093e+00,1.469443837920104134e-01,8.868966994817077065e+00
4.125488746230490555e+00,1.579653235332308669e-01,8.860350185438832682e+00
4.132485745986962833e+00,1.572223019767525487e-01,8.861355463611454653e+00
4.122074905588797300e+00,1.483445009421763550e-01,8.861797589912642437e+00
4.142468883603624086e+00,1.505474456196394528e-01,8.873961121440874678e+00
4.127941904667714823e+00,1.530986248552893836e-01,8.874810457793710583e+00
4.132105502693464771e+00,1.547111071059279475e-01,8.864091732372356702e+00
4.133442255337207882e+00,1.587915427518858391e-01,8.850263474779874073e+00
4.123295680505178140e+00,1.490139998430613233e-01,8.867277400190635817e+00
4.122833816199747758e+00,1.572597809022488746e-01,8.858127538326362682e+00
4.131315387401098604e+00,1.550191835006032304e-01,8.873762158465863692e+00
4.125667610226543047e+00,1.541099409017548383e-01,8.866796156054599365e+00
4.127772036044526693e+00,1.439043496459864457e-01,8.876495098924516824e+00
4.122363757685087116e+00,1.556418277281906848e-01,8.855447598354677652e+00
4.138325639954609336e+00,1.523078137731352089e-01,8.864965051509177130e+00
4.130757396171397922e+00,1.538299525906525744e-01,8.865468701829563258e+00
4.133875948947897783e+00,1.526667608620867478e-01,8.869484151396395788e+00
4.131356327948055629e+00,1.538183646314378039e-01,8.870778085487891929e+00
4.135044131033895454e+00,1.632756468211132017e-01,8.857571610482864344e+00
4.122402974328601921e+00,1.573407814160550644e-01,8.856995328494848607e+00
4.128645802089075723e+00,1.496507353141988961e-01,8.859389800309580565e+00
4.128280969462946537e+00,1.567792227920052350e-01,8.859649182642343135e+00
4.127433669483860257e+00,1.561627181570004186e-01,8.851677244822955259e+00
4.133952570468729881e+00,1.564371637660679493e-01,8.851835187295277407e+00
4.125596298834709685e+00,1.514582301932088926e-01,8.886984971959989821e+00
4.134531578284698305e+00,1.525625188952350886e-01,8.863839156678668729e+00
4.128151974706521621e+00,1.528050271110651948e-01,8.866944688406276143e+00
4.137931123929456056e+00,1.577608524875548923e-01,8.866387849485844797e+00
4.127728754180115978e+00,1.457641545030533836e-01,8.859916306736639768e+00
4.138815174273738684e+00,1.601373701020584739e-01,8.883175338234750029e+00
4.125569707505396089e+00,1.651287648303632338e-01,8.850227016738589469e+00
4.130178643072325073e+00,1.552893253610815594e-01,8.878684990838069169e+00
4.119654991822586432e+00,1.505191858538084126e-01,8.860060758228733846e+00
4.131731563534784435e+00,1.554510853313808838e-01,8.856662321339907606e+00
4.135260166791858261e+00,1.550432782909410834e-01,8.874594285142114458e+00
4.136501849853261525e+00,1.441326493517940677e-01,8.870578952056719757e+00
4.130492834073867137e+00,1.580826358716121427e-01,8.859982795453078097e+00
4.132070777733822808e+00,1.522159535941691733e-01,8.850487913246803728e+00
4.132903137146342942e+00,1.646479281801799532e-01,8.861514010770273231e+00
